,subject,session,t,p,r,hatr,s_pre,s,a,impact,netw,Cash,Stocks,etas,r_shift
5644,12_C04,12,38,403.804559380437,0.11084926445802346,0.05008952017862622,-1.0,-1,0,0.0379803544580227,69.33079,169.33079096843,0.0,0.07286891000000076,-0.057120137894739464
5645,12_C04,12,39,460.230291084079,0.13079600000000102,-0.11482696554967298,-1.0,-1,0,0.0,69.33079,169.33079096843,0.0,0.13079600000000102,0.11084926445802346
5646,12_C04,12,40,435.417551460393,-0.055421537894736694,-0.19155574427939825,-1.0,-1,0,-0.105263157894737,69.33079,169.33079096843,0.0,0.04984162000000031,0.13079600000000102
5647,12_C04,12,41,431.210198029904,-0.009709789442326588,-0.11015871998140092,-1.0,-1,0,0.0138227905576742,69.33079,169.33079096843,0.0,-0.02353258000000079,-0.055421537894736694
5648,12_C04,12,42,468.984466560406,0.08397397789473615,-0.12642441694233497,-1.0,-1,0,0.105263157894737,69.33079,169.33079096843,0.0,-0.02128918000000085,-0.009709789442326588
5649,12_C04,12,43,464.851755141302,-0.008851098947367575,-0.15910510044952098,-1.0,-1,0,-0.0526315789473684,69.33079,169.33079096843,0.0,0.04378048000000082,0.08397397789473615
5650,12_C04,12,44,515.942616104064,0.1042770015865857,-0.05494382169782863,-1.0,1,1,0.0620071415865855,69.33079,0.0,0.328196946100449,0.04226986000000021,-0.008851098947367575
5651,12_C04,12,45,438.614893494024,-0.16237375789473596,-0.011584824478349631,1.0,1,0,-0.105263157894737,43.95207,0.0,0.328196946100449,-0.05711059999999896,0.1042770015865857
5652,12_C04,12,46,507.589677198004,0.1460516068421045,0.02562579046238067,1.0,1,0,0.157894736842105,66.58938,0.0,0.328196946100449,-0.011843130000000507,-0.16237375789473596
5653,12_C04,12,47,402.609372697056,-0.23170660578947277,0.024155412431383638,1.0,-1,1,-0.210526315789474,32.13517,132.135166590591,0.0,-0.02118028999999877,0.1460516068421045
5654,12_C04,12,48,443.159209199054,0.09596230083704782,0.06581841533299126,-1.0,-1,0,0.194876700837048,32.13517,132.135166590591,0.0,-0.09891440000000018,-0.23170660578947277
5655,12_C04,12,49,375.473281887648,-0.16574177894736764,0.037297395291476576,-1.0,-1,0,-0.0526315789473684,32.13517,132.135166590591,0.0,-0.11311019999999924,0.09596230083704782
5656,12_C04,12,50,403.28954477224,0.07146746210419508,-0.07025416076083779,-1.0,1,1,0.161893562104197,32.13517,0.0,0.327643422209755,-0.09042610000000192,-0.16574177894736764
